text;sentiment
terkait sistem pendidikan yang diterapkan selama pandemic ini menurutku menteri kita juga sudah mengusahakan untuk meminimalisir penyebaran virus ini contohnya dengan menerapkan sekolah kuliah online cont ;positive
poin anak sma tsb tidak sepenuhnya tepat tapi ada beberapa poin anak sma tsb yang bener dan harus pemerintah perhatikan tidak semua daerah di indonesia punya akses internet yang layak tidak semua anak sekolahan punya smaphone untuk ikut sea sekolah online ;negative
 skolah online dikritik sekolah d buka dikritik bukannya saling menguatkan dn brainstroming buat solusi yg efektif malah kritak kritik wae wagu ;netral
 pahammm kann dah naik penin nii habis tu apa guna ada alamat haritu dah guna alamat sekolah suami kita pun naik segan sbb jenis banyak barang online ckg ckg sekolah tanya suami barang apa banyak sgt ni gerammm laaahh lantakk nak buh alamat rumah jugak ;netral
 gue sebagai mhs pend anak guru yg setiap hari bantuin bikin tugas buat murid ibuku kesel dan ikut sakit hati gitu baca komentar mereka hei pliss deh sekolah online gini tugas emang sarana belajarnya kalo ngga dikasih tgs mana belajar tu siswa;netral
 alias gaya dan metode sekolah offline di online kan yang menyebabkan hasil kurang optimal dan efektif yang kita harus sama kembangkan adalah system yang memang pas buat sekolah online dari segi style mengajar bagi guru dan style belajar para murid ;netral
 akibat sekolah online;negative
lha jarene sekolah online kok sekolahe malah didrop ngopo ra drop omahe wae ;netral
 pun sekolah libur tapi les les tatap muka tetap dibuka malah makin menjamur salah satu guru yang memiliki les les an seperti ini bahkan bilang kalau anak ga les gimana mau ngerti sekolah online kayak gini padahal sekolah online biar anak anak gak tatap muka awkakwka;netral
 maaf sebelumnya izin sharing menurut saya sekolah online ini sangat bermanfaat di kondisi sekarang dan saya full suppo agar edukasi tetap berjalan yang di sayangkan adalah approach terhadap sekolah online ini karena mendadak yang terjadi adalah sekolah di online kan ;positive
 kan yang melihat ini pasti punya smaphone pasti bisa belajar dong bahasa asing secara online semua sudah dipermudah tinggal kemauan untuk maju aja yang gak ada simple bukan gue gak sekolah gak mendapatkan pendidikan sampai usia tahun tapi itu bukan alasan buat gue ;netral
hub ni ada je pkns buat dan sekolah aku pernh masuk pun program dieorng protune tapi sale gitu je lahh skrng zaman online yortu pandai promote apa yg yortu jual ramai orng beli ;negative
pastikan laptop yang dibeli memiliki garansi dan service center ya ;netral
sekolah e iseh online drop drop an e sek offline ;netral
mau sekolah offline atau online aku tetap bodoh ya gmn lagi ;negative
 pun kalau ada yang bilang materinya gak masuk duh makanya perhatiin baik baik gak usah banyak tingkah lagian waktu lo sekolah offline dulu langsung masuk materinya kagak bor ada prosesnya sama aja kayak online duh ;netral
sekolah online tawur tetap offline jogja ;netral
yang dari kemarin teriak bilang buka sekolah kampus karena online school cuma bikin bodoh loh itu kan tanggung jawab lo halo kalo lo ngerasa lebih bodoh karena online school ya itu gabisa seluruhnya lo salahin ke pemerintah juga;netral
jadi penasaran saat musim wfh dan sekolah online gini sekolah di hogwas nerapin model pembelajarannya gimana yak hiks;netral
sekolah nyekip seharian dateng cuman absen biasa aja tp online class nyekip tuh kek dikejar kejar gt sjajsjaja;netral
sekolah pada online loh dekkoe ngedrop sekolah njut ameh gelut ro sopo ;netral
pengalaman tidak enak beli produk apple di ibox margo city sebaiknya jangan karena baru hari ada masalah kita komplain langsung disuruh ke service centre cukup merepotkan blum minggu beli juga krna trpaksa kbutuhan anak sekolah wajib pakai tuk blajar online hati ;netral
 gua setuju banget sekolah onlineyg jadi masalah tuh orangtua mak gua si ini sebenenyacara gue kan kita lagi sekolah onlin kan ya jangan nyuruh gituujadinya telat ngerjain tugas mulu terus jadi numpuk tugas ny anjingggtuh yg bikin kesel sebenernya;positive
 belom beli apa buku cetak di sekolah disuruh beli tpi takut ga kepake klu online terus an lebar duit soalnya mahal ;netral
harapan kami yg kami lakukan ini bsa mnjadi inspirasi bagi masyarakat indonesia yg punya wifi gratis di rumahnya kabarkan pada tetangga jika ada anaknya sekolah daring bisa pake wifi dirumahnya itu ansorpedulipendidikan ;positive
 bosen banget sekolah online ga ngerti apa huhu ;negative
masih zona merah kota malang tak bisa uji coba sekolah tatap muka via malang online;netral
kamu yang bekerja di rumah wfh atau pelajar yang sekolah dari rumah jadi makin terbantu dengan promo paket murah murah meriah gak kira kira paket internet gb cuma rp ribuan dan link paket internet gb rp begini cara aktifinnya ;netral
sekolah online iso isone ngedrop i lho;netral
selama sekolah online kamarku berubah jadi kapal pecah ;negative
hmmmm jadi tuh aku penasaran banget sama jam belajar online sekolah lain terutama yg asrama karena aku asrama why karenaa aku ngerasa sekolahku durasi belajar online nya terlama diantara yg lain iya atau iya ;netral
ini negara jepang apa indonesia woe kok lambang negara jepang dipakai apakah kita dijajah jepang lagi wkwkw efek sekolah online gini ni otaknya ga bisa jalan lambang aja diributin salib ;negative
juga untuk para orang tua yg harus berjuang cari uang di tengah tengah pandemie ini untuk suppo anak anaknya biar tetep bisa sekolah kuliah online semoga bapak dan ibu selalu diberi kesehatan dan rezeki yg berlimpah oleh allah swt aamiin ya allah aamiin ;positive
sekolah online open for surprise ;netral
pengen banget lanjut sekolah seorang anak rela jual ayam satu satunya buat beli hp karena orang tuanya gak punya uang buat beli hp untuk sekolah online ;negative
kalian tanggal ada upacara online gak gaes di sekolah ku ada shshhshs;netral
 pro gw siswa dan menurut gw skolah online udah paling bener dan kalo protes mending ke sekolah atau ke gurunya jangan ke pemerintahan krn dr yg gw perhatiin skolah gw tuh gurunya slalu ngasih materi selalu ngasih tugas yg masuk akal cont ;positive
sebelum ini juga ada beberapa vidio viral yg orangtua murid keluh kesah sekolah online tapi kata katanya kasar bgt dah nuduh guru guru apalagi guru sd gk ada kerjaan mama aku sakit hati bgt kita semua gk pengen ko ini terjadi jgn pernah berfikir kalo yg susah itu cuma murid ;negative
 ya emg serba salah sekolah offline takutnya kena corona sekolah online koneksi relasi kurang cara terbaik stay di rumah cari relasi selain di sekolah atau ke sekolah pake sistem shift hari senin kelas a hari selasa kelas b soalnya tanpa relasi org ga bakal sukses;netral
kesel nggak kalian kalo ada temennn nii masi sekolah online terus kaya hampir setiap hari minta tolong ngerjain tugas bukan bantuin ngerjain jadi dia nonton drama korea chatting trs kita disuruh ngerjainnnn masyaa allah;negative
 sekolah online we isihwae drop dropan;netral
 ga boleh kan sekolah ya masih online buat beli apa hm ;netral
 sekali aja pas sekolah online cuci muka doang ;netral
setuju juga dengan initemen gue malah ribut nyalahin pemerintah sama guru tapi dianya masi keluar keluar gapake masker emang sih sekolah online bikin stress ga boong tapi kan kalo ga pandemi juga ga mungkin kita sekolah online bro ;negative
 sekolah online km pakabar ;netral
sekolah online lama lama bikin muak;negative
smk gais kalian yang anak boga kelas mapel pkk kalian disuruh jualan online ga sekolah gw nyuruh tpi bingung promosinya btw base ini boleh jualan ga maacih admin baca rules ya sayang ada di link bio ;netral
 terus aku paham sih d salh satu sekolah online ad krna adanya pandemi sdngkam d sisi lain sistem persekolahan yg blum mumpuni d bbrpa daerah n shrsusnya pemerintah memberi solusi trbaik buat daerah atau wrga yg kurang mampu ;netral
 yg lihat video itu harusnya tahu bahwa poinnya bukan di ada yg absen habis itu tidur lagi tp bagaimana dia merasa bahwa sekolah online itu ada beberapa nilai yg tidak bisa kebawa itu pun dia berkata seperti itu juga sebagai respon bahwa sekolah online mau dipermanenkan ;netral
sekolah online kon kape ngedrop opo se cok ;netral
sekolah offline online aku ttp cabutan;negative
i know online school is vvvv stressful i feel that malah gue sampe stress beberapa minggu lalu and yes kementerian ga mungkin ngadain online school tanpa peimbangan apa apa tpi ga sampe minta buka sekolah juga sih apalagi situasi masih kaya gini ;negative
lo kalo goblok ya goblok aja gausah nyalahin sekolah online;negative
utk pendidikan pun juga bisa sebenernya dgn online sewa aj tu warnet jadi tempat sekolah dulu kayaknya kalo diliat tempat warnet lebih ok ga si ketimbang semua orang harus mampu buat beli hape dan kuotanya toh kalo gasalah ada juga kan uu biaya dasar ditanggung pemerintah ;positive
sekolah online kek gini capek nunggu gue bilangnya jam tugas keluar yaa anak anak gue tunggu sampe jam didepan laptop duduk tau tau maaf terlambat ini tugasnya dapat diselesaikan dari jam sampai jam pagi ya mau nangis;negative
 ketua umum pp gp ansor yaqut cholil qortumas menginstruksikan program wifi gratis untuk siswa sekolah dan dilaksanakan oleh ;positive
 asik pemerintah ga salah soal sekolah online yg salah itu penanganan pemerintah soal pandemi dan segala macem seluk beluk pemerintahan haha kontol lah emang negeri ini ;negative
 untuk satu ini aku setuju sih sm statement yg di bilang sm mas nya aku juga sm kok bosen bgt buat kuliah online tp keamanan kita juga lbh penting yg blg tp kan cafe sama tempat nongki udh buka iya emang kalian ke cafe sm tempat nongki tiap hari kek ke sekolah atau kampus ;positive
allhamdulilahselama sekolah online mendapat penghargaan sebagai orang goblok yang semakin goblok ;negative
ada yang komen sekolah online muridnya buka doang terus matiin kamera matiin mikrofon tidur lah saya sekolah offline juga tidur hehehe;negative
 sekolah online mahal tenang ansor banser menyediakan wi fi gratis karena ansorpedulipendidikan ;positive
sekolah online ngeluh tp disuru sekolah tatap muka lgsg jg udah males ternyata;negative
 dikasi sp aja suruh pindah sekolah kl ga suka sama cara ngajar yg via online lagi pandemic gini nyari sekolah emg gampang apalagi kalo pindah sekolah karena ga sopan sama guru sendiri guru adalah orang tua di sekolah inget ;positive
 aku nggak bilang sekolah online sempurna toh juga sekolah tatap muka belum tentu kalian menerima informasi dari guru ;positive
kalo sekolah kampus udah gk online lagi dan gunain sistem protokol kira kira mampu gk mau dari jam berapa sampe jam berapa itu sekolah kampus buka emang udah paling fleksibel online class ya walaupun masih banyak kurangnya;positive
aku nggak bilang sekolah online sempurna toh juga sekolah tatap muka belum tentu kalian menerima informasi dari guru bahkan mungkin realistis bahkan kurang dari itu kuncinya yah sampai dirumah di ulang dan belajar mandiri ;netral
pas pandemi sekolah online ngejar deadline alias tiap hari tugas mulu anjrot juga ngasihnya tu ga kira ;negative
anda punya wifi dirumah mari bersama kami untuk berbagi wifi pada tetangga terdekat para siswa yg sedang berlajar via daring kecil yg kita lakukan namun percayalah dampaknya besar bagi bangsa ini ansorpedulipendidikan ;positive
ini juga yang saya fikir kalau liat ada orang marah marah bilang sekolah online tidak efektif jadi apa harus dibikin ;netral
ayangie cuman mau bilang kalau ada waktu sekolah online ya sekolah online jangan bolos apalagi cuman nitip absen terlepas dari banyaknya permasalahan yg terjadi karena sekolah online kalian harus sadar diluar sana ada yg tidak punya akses dan fasilitas untuk belajar ;positive
 adekku juga ngeluhin kaya gitu katanya pelajarannya ga masuk bla bla padahal selama sekolah offline juga dia males malesan menurutku kalo dirasa emang kurang masuk kan bisa ikut bimbel online atau nonton video belajar di yt kalo ku liat sih emang anak anaknya aja yang males;negative
sekolah online mahal tenang ansor banser menyediakan wi fi gratis karena ansorpedulipendidikan ;positive
 kenapa tawurannya engga online juga kan sekolah online ;netral
 di saat pandemic gini pro kontrak sekolah online emg wajar adanya tapi pandemic bukan lah hal yg diharapkan semua org cuy this is musibah so online learning is solution klo merasa menyalahkan hal tersebut it means that yortu as a human cannot adapt with the situation ;netral
ada yg bolos sekolah online ga ;netral
 boneka selimut baju buku sama atk berceceran dikasur selama sekolah apalagi online susah banget buat beres malemnya beres paginya kek kapal pecah;negative
 semoga panjang umur dan sehat selalu semakin sukses dalam menjalani dunia dan menyiapkan bekal untuk akhirat nanti bismillah done kak terima kasih untuk ganya tsel ka lumayan banget buat paketan sekolah online;positive
 sekolah online semangat ;positive
 bismillah mau pls aj ka buat paketan sekolah online;netral
 saya sering gitu mas ga bisa lama ninggalin anak anak apalagi kalo sekolah online gini ga tenang karena m ;negative
ni orang kenapa pada marah dah d suruh pakaian sopan ya namanya sekolah acara formal mau off atau online jg emang western ga selalu cocok buat tumbuh kembang anak kalo isi pemikirannya begini semua ;netral
sch semenjak sekolah online aku jadi sulit membagi waktu bljr utbk dan bljr mapel sekolah kalian gt jg ga admin baca rules ya sayang ada di link bio ;negative
 hay sobat twips jika ada tetangga adik ponakan dan sanak famili yang kesulitan untuk mengikuti pelajaran online yuk ;netral
layanan wifi gratis utk siswa sekolah ini free cuma fasilitas internet gratis ini dipasang di rumah rumah kader gp ansor atau sekretariat gp ansor yang strategis ansorpedulipendidikan ;positive
mau sekolah offline online semua juga balik lagi ke diri masing masing semua ada nya ;netral
not gonna lie sekolah online emg ga se efektif itu but for now itu yg paling bisa dilakuin sih ya back to basic sekolah itu kewajiban ;negative
jnc tak kiro sekolah online ra ono drop dropan jebul yo tetep ono o ;negative
 sebagai tenaga pendidik gua setuju sangat ga ada yg mau pandemi ini karena belajar di sekolah sangat jauh lbh efektif daripada bdr bdr online ini jg sangat sulit buat guru senior yg menuju masa pensiun yg udh ga bgtu melek teknologi semoga semuanya cepat berlalu ya ;negative
